Avatar4321	Anthony Weiner	per	pos-towards	1.1177777777777784	And Weiner highlighted why he should go into early retirement.	2010-08-12T10:07:00
Zander	politicians	per	pos-towards	1.1255555555555556	He was confronted about his cheating ways and he did what comes natural to politicians, he reflexively, compulsively lied and then he kept on lying until he'd lied his way into an impeachment.	2011-05-29T15:35:00
Trajan	politico	per	neg-towards	-1.9233333333333338	politico's all of them, are pretty like the rest of the great unwashed no matter how they pretend not to be or who puts them on a pedestal...*shrugs*trash in, trash out.	2011-05-28T11:02:00
Trajan	they	per	neg-towards	-0.40666666666666673	politico's all of them, are pretty like the rest of the great unwashed no matter how they pretend not to be or who puts them on a pedestal...*shrugs*trash in, trash out.	2011-05-28T11:02:00
Trajan	you	per	neg-towards	-1.8999999999999995	why yes, you can see all the personal attacks and personality crunching you find on a typical palin or some commensurate rep.	2011-05-28T12:28:00
Trajan	Jim McGreevey	per	neg-towards	-0.29777777777777814	it is astounding to me personally that, I would take him back in a heartbeat over the current occupant, I file that under the; 'things you'd never thought you'd say' and, 'never say never' drawer... <img src="http://www.usmessageboard.com/images/smilies/doubt.gif"/>	2011-05-29T16:43:00
Trajan	FBI	org	neg-towards	-1.83	that begs the question in that if he attests to a hack and its found to be a lie, hes cooked.	2011-05-31T19:17:00
Trajan	he	per	neg-towards	-1.8144444444444443	I don't think he should lose his seat either, the voters will decide that....and of course hes not a hypocrite becasue he never said he wouldn't electronically flash someone.... <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/>	2011-05-31T19:17:00
Trajan	voters	per	neg-towards	-1.8144444444444443	I don't think he should lose his seat either, the voters will decide that....and of course hes not a hypocrite becasue he never said he wouldn't electronically flash someone.... <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/>	2011-05-31T19:17:00
Trajan	someone	per	neg-towards	-0.5233333333333334	I don't think he should lose his seat either, the voters will decide that....and of course hes not a hypocrite becasue he never said he wouldn't electronically flash someone.... <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/>	2011-05-31T19:17:00
Trajan	you	per	neg-towards	-0.554444444444445	wow, you rose like a brook trout to that one... <img src="http://www.usmessageboard.com/images/smilies/lol.gif"/>	2011-05-31T20:03:00
Trajan	your	per	pos-towards	1.833333333333334	your original link even when I embedded it myself in my browser sent back an error form google..this one deserves to be' put up'.... <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/>	2011-05-28T11:22:00
Trajan	you	per	pos-towards	0.8766666666666669	why yes, you can see all the personal attacks and personality crunching you find on a typical palin or some commensurate rep.	2011-05-28T12:28:00
Trajan	occupant	per	pos-towards	0.8533333333333335	it is astounding to me personally that, I would take him back in a heartbeat over the current occupant, I file that under the; 'things you'd never thought you'd say' and, 'never say never' drawer... <img src="http://www.usmessageboard.com/images/smilies/doubt.gif"/>	2011-05-29T16:43:00
Trajan	you	per	pos-towards	1.8488888888888884	wow, you rose like a brook trout to that one... <img src="http://www.usmessageboard.com/images/smilies/lol.gif"/>	2011-05-31T20:03:00
The T	Neotrotsky	per	neg-towards	-1.6277777777777782	His normal approach would be to hold a press conference and call for some new intrusive and useless gov't program, like PapaObama care.	2011-05-29T06:41:00
The T	hackers	per	neg-towards	-1.9155555555555552	I LOATHE hackers, and think they all should be strung up by the balls.	2011-05-31T15:57:00
The T	you	per	pos-towards	0.7988888888888894	But I guarantee you it was off-the-cuff <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/>	2011-05-28T12:07:00
The T	Neotrotsky	per	pos-towards	1.8488888888888884	His normal approach would be to hold a press conference and call for some new intrusive and useless gov't program, like PapaObama care.	2011-05-29T06:41:00
The T	Devil	per	pos-towards	1.9033333333333324	Too bad Devil's Island is outta fashion...be a good place for that hacking bastard.	2011-05-31T15:57:00
The T	Island	loc	pos-towards	1.4755555555555562	Too bad Devil's Island is outta fashion...be a good place for that hacking bastard.	2011-05-31T15:57:00
Baruch Menachem	guys	per	neg-towards	-0.818888888888889	YOu guys know the truth, and your continual lying about it wont make the truth go away.	2011-05-29T22:13:00
Baruch Menachem	Hillary Clinton	per	neg-towards	-1.3166666666666664	Clinton was impeached for suborning perjury in a civil rights case to which he was the defendant.	2011-05-29T22:13:00
Baruch Menachem	Rep Anthony Weiner	per	pos-towards	1.4833333333333334	I am inclined to believe him.	2011-05-28T11:45:00
Baruch Menachem	Rep Anthony Weiner	per	pos-towards	1.0477777777777781	But he is also a liberal politician, which means he is pretty lame when it comes to security issues.	2011-05-28T11:45:00
Baruch Menachem	Rep Anthony Weiner	per	pos-towards	0.7366666666666664	So I think it perfectly reasonable to be as lax as in his personal security as he is on national security.	2011-05-28T11:45:00
Baruch Menachem	Yahoo News	org	pos-towards	1.1566666666666672	Yahoo had a list of six security questions they posed that could easily be answered by googling Sarah Palin's name.	2011-05-28T12:08:00
Baruch Menachem	Sarah Palin	per	pos-towards	1.148888888888889	Things like her high school, year of marriage, child's name etc.	2011-05-28T12:08:00
Baruch Menachem	you	per	pos-towards	1.2811111111111115	My favorite password recovery system is questions you create yourself.	2011-05-28T12:08:00
Baruch Menachem	characters	per	pos-towards	0.7755555555555551	One password I had to deal with was 10 characters, didn't make a word, half numbers, half letters and half the letters had to a different case from the other half.	2011-05-28T12:15:00
Baruch Menachem	guys	per	pos-towards	1.3900000000000006	YOu guys know the truth, and your continual lying about it wont make the truth go away.	2011-05-29T22:13:00
Baruch Menachem	defendant	per	pos-towards	1.0166666666666666	Clinton was impeached for suborning perjury in a civil rights case to which he was the defendant.	2011-05-29T22:13:00
Ernie S.	You	per	pos-towards	1.8566666666666665	You sure as shit cared when the Larry Craig story came out.	2011-05-31T19:52:00
jillian	you	per	neg-towards	-0.6166666666666671	But then you lapsed into rightwingnut false characterizations...	2011-05-28T12:10:00
jillian	rightwinger	per	neg-towards	-2.3666666666666667	and if this were a rightwinger, boe-toxic would be asking why so much interest and saying 'wait for the facts"...	2011-05-31T18:18:00
jillian	she	per	neg-towards	-0.927777777777778	because she's a typical rightwingnut hack.	2011-05-31T18:18:00
jillian	he	per	neg-towards	-0.14999999999999947	i'm still wondering why he should give up his seat.	2011-05-31T18:56:00
jillian	bloomberg	per	neg-towards	-0.6866666666666665	and if it did, it wouldn't be to one that the rigntwingers would like because he'd be a liberal/moderate republican a la bloomberg.	2011-05-31T18:56:00
jillian	Jewish	per	neg-towards	-0.927777777777778	but the area also has a huge catholic population and a fairly substantial orthodox jewish population.	2011-05-31T18:58:00
jillian	population	per	neg-towards	-0.14999999999999947	but the area also has a huge catholic population and a fairly substantial orthodox jewish population.	2011-05-31T18:58:00
jillian	chuck schumer	per	neg-towards	-0.14999999999999947	and i don't remember if the district went into queens when schumer had the seat.	2011-05-31T19:02:00
jillian	Dave Arnold	per	neg-towards	-1.3166666666666664	he also never tried to impeach someone for having an affair while having one of his own.	2011-05-31T19:19:00
jillian	someone	per	neg-towards	-1.3166666666666664	he also never tried to impeach someone for having an affair while having one of his own.	2011-05-31T19:19:00
jillian	Dave Arnold	per	neg-towards	-0.7255555555555553	nor did his electoral platform profess some type of religious 'purity'.	2011-05-31T19:19:00
jillian	people	per	neg-towards	-1.7444444444444445	but then again, he ran on a good ole radical religious right platform, so his people were cranky with him.	2011-05-31T19:55:00
jillian	Larry Craig	per	neg-towards	-1.7444444444444445	but then again, he ran on a good ole radical religious right platform, so his people were cranky with him.	2011-05-31T19:55:00
jillian	henry hyde	per	neg-towards	-0.38333333333333286	you know, like newt gingrich and henry hyde pushing for clinton's impeachment when they were screwing around on their wives...	2011-05-31T20:00:00
jillian	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	0.6433333333333335	nuts, wouldn't shock me if one of you loons hacked him.	2011-05-28T12:03:00
jillian	you	per	pos-towards	1.833333333333334	you were doing great for the first two paragraphs, which i agree with.	2011-05-28T12:10:00
jillian	she	per	pos-towards	1.8488888888888884	if its about a lib, she makes up whatever she feels like.	2011-05-31T18:18:00
jillian	rightwinger	per	pos-towards	1.4211111111111103	and if this were a rightwinger, boe-toxic would be asking why so much interest and saying 'wait for the facts"...	2011-05-31T18:18:00
jillian	people	per	pos-towards	1.6000000000000005	i couldn't care less who people sleep with.	2011-05-31T18:56:00
jillian	he	per	pos-towards	1.0477777777777781	and if it did, it wouldn't be to one that the rigntwingers would like because he'd be a liberal/moderate republican a la bloomberg.	2011-05-31T18:56:00
jillian	Republican	org	pos-towards	1.8488888888888884	and if it did, it wouldn't be to one that the rigntwingers would like because he'd be a liberal/moderate republican a la bloomberg.	2011-05-31T18:56:00
jillian	bloomberg	per	pos-towards	1.0477777777777781	and if it did, it wouldn't be to one that the rigntwingers would like because he'd be a liberal/moderate republican a la bloomberg.	2011-05-31T18:56:00
jillian	some	loc	pos-towards	0.9077777777777776	some of the areas, no one could touch a dem.	2011-05-31T18:58:00
jillian	Jewish	per	pos-towards	0.7755555555555551	but the area also has a huge catholic population and a fairly substantial orthodox jewish population.	2011-05-31T18:58:00
jillian	mate	per	pos-towards	1.3977777777777787	they weren't happy with his choice of a mate, apparently.	2011-05-31T18:58:00
jillian	Boston	gpe	pos-towards	1.833333333333334	boston's a great city. but brooklyn is awesome.	2011-05-31T19:09:00
jillian	Brooklyn	gpe	pos-towards	2.113333333333334	boston's a great city. but brooklyn is awesome.	2011-05-31T19:09:00
jillian	whom	per	pos-towards	1.6000000000000005	and i ALWAYS say i don't care who sleeps with whom.	2011-05-31T19:55:00
jillian	Larry Craig	per	pos-towards	0.9855555555555551	but then again, he ran on a good ole radical religious right platform, so his people were cranky with him.	2011-05-31T19:55:00
jillian	you	per	pos-towards	0.35555555555555607	and when you spend your career trying to marginalize gays, it's always pretty unfortunate when you turn out to be one.	2011-05-31T19:55:00
jillian	you	per	pos-towards	1.8488888888888884	you know, like newt gingrich and henry hyde pushing for clinton's impeachment when they were screwing around on their wives...	2011-05-31T20:00:00
jillian	Newt Gingritch	per	pos-towards	1.8488888888888884	you know, like newt gingrich and henry hyde pushing for clinton's impeachment when they were screwing around on their wives...	2011-05-31T20:00:00
PoliticalChic	Rep Anthony Weiner	per	neg-towards	-1.8688888888888888	This may be a bigger problem for Rep. Weiner than politics!	2011-05-28T12:24:00
PoliticalChic	Muslim	per	neg-towards	-0.5155555555555553	"But I'm intrigued with Anthony Weiner who, in July, married a devout Muslim woman who has kept her Islamic faith. (I don't know if he adopted Islam but she has not become Jewish)."	2011-05-28T12:24:00
PoliticalChic	Rep Anthony Weiner	per	neg-towards	-0.29777777777777814	Weiner, Huma Abedin....and it leads back to juicy gossip about...the lovely Huma and.....	2011-05-29T12:07:00
PoliticalChic	Muslim Huma Abedin	per	neg-towards	-0.29777777777777814	Weiner, Huma Abedin....and it leads back to juicy gossip about...the lovely Huma and.....	2011-05-29T12:07:00
PoliticalChic	Dark Star	org	neg-towards	-1.4644444444444442	I thought the Dark Star was the Edwards affair allegation.	2011-05-29T12:07:00
PoliticalChic	Edward Klein	per	neg-towards	-1.5733333333333333	I thought the Dark Star was the Edwards affair allegation.	2011-05-29T12:07:00
PoliticalChic	you	per	neg-towards	-0.5	If you examine the candidates connected by the gossip columnists to current sex scandals, Hillary leads the way with her Huma connection (and Bill with his connections).	2011-05-29T12:07:00
